date,adj_open,adj_close,name,source
2020-08-17,83.8704,83.8661,SGOV,tiingo
2020-08-18,83.8704,83.8619,SGOV,tiingo
2020-08-19,83.8704,83.8678,SGOV,tiingo
2020-08-20,83.8704,83.8619,SGOV,tiingo
2020-08-21,83.8536,83.8619,SGOV,tiingo
2020-08-24,83.8704,83.8619,SGOV,tiingo
2020-08-25,83.8619,83.8661,SGOV,tiingo
2020-08-26,83.8537,83.8536,SGOV,tiingo
2020-08-27,83.8536,83.8704,SGOV,tiingo
2020-08-28,,83.8619,SGOV,tiingo
2020-08-31,,83.8619,SGOV,tiingo
2020-09-01,83.8677,83.8508,SGOV,tiingo
2020-09-02,83.8677,83.8592,SGOV,tiingo
2020-09-03,83.866,83.8634,SGOV,tiingo
2020-09-04,83.8677,83.8634,SGOV,tiingo
2020-09-08,83.8593,83.8634,SGOV,tiingo
2020-09-09,,83.8677,SGOV,tiingo
2020-09-10,83.8677,83.8634,SGOV,tiingo
2020-09-11,83.8668,83.8634,SGOV,tiingo
2020-09-14,83.8601,83.8634,SGOV,tiingo
2020-09-15,83.8677,83.8634,SGOV,tiingo
2020-09-16,,83.8634,SGOV,tiingo
2020-09-17,83.8677,83.8634,SGOV,tiingo
2020-09-18,83.876,83.8634,SGOV,tiingo
2020-09-21,83.8677,83.8634,SGOV,tiingo
2020-09-22,83.8677,83.8634,SGOV,tiingo
2020-09-23,83.8677,83.8634,SGOV,tiingo
2020-09-24,,83.8634,SGOV,tiingo
2020-09-25,,83.8677,SGOV,tiingo
2020-09-28,83.8718,83.8677,SGOV,tiingo
2020-09-29,83.876,83.8677,SGOV,tiingo
2020-09-30,83.876,83.8677,SGOV,tiingo
2020-10-01,83.872,83.8678,SGOV,tiingo
2020-10-02,83.8602,83.8636,SGOV,tiingo
2020-10-05,83.872,83.8711,SGOV,tiingo
2020-10-06,83.8711,83.8678,SGOV,tiingo
2020-10-07,83.8636,83.8678,SGOV,tiingo
2020-10-08,83.8711,83.8678,SGOV,tiingo
2020-10-09,83.8718,83.8678,SGOV,tiingo
2020-10-12,83.8711,83.8678,SGOV,tiingo
2020-10-13,83.8636,83.8678,SGOV,tiingo
2020-10-14,,83.8678,SGOV,tiingo
2020-10-15,83.872,83.8678,SGOV,tiingo
2020-10-16,83.8636,83.8678,SGOV,tiingo
2020-10-19,83.872,83.8678,SGOV,tiingo
2020-10-20,83.8636,83.8678,SGOV,tiingo
2020-10-21,83.8704,83.8678,SGOV,tiingo
2020-10-22,83.8711,83.8678,SGOV,tiingo
2020-10-23,83.879,83.872,SGOV,tiingo
2020-10-26,83.8712,83.872,SGOV,tiingo
2020-10-27,83.8678,83.872,SGOV,tiingo
2020-10-28,,83.872,SGOV,tiingo
2020-10-29,83.8683,83.872,SGOV,tiingo
2020-10-30,83.8736,83.872,SGOV,tiingo
2020-11-02,83.8721,83.8759,SGOV,tiingo
2020-11-03,83.8763,83.8721,SGOV,tiingo
2020-11-04,83.8763,83.8721,SGOV,tiingo
2020-11-05,83.871,83.8721,SGOV,tiingo
2020-11-06,83.8754,83.8721,SGOV,tiingo
2020-11-09,83.8721,83.8759,SGOV,tiingo
2020-11-10,,83.8721,SGOV,tiingo
2020-11-11,83.8746,83.8721,SGOV,tiingo
2020-11-12,,83.8721,SGOV,tiingo
2020-11-13,83.8679,83.8721,SGOV,tiingo
2020-11-16,83.8754,83.8721,SGOV,tiingo
2020-11-17,,83.8721,SGOV,tiingo
2020-11-18,83.8729,83.8763,SGOV,tiingo
2020-11-19,83.8679,83.8721,SGOV,tiingo
2020-11-20,83.874,83.8721,SGOV,tiingo
2020-11-23,83.8804,83.8763,SGOV,tiingo
2020-11-24,83.8838,83.8763,SGOV,tiingo
2020-11-25,83.883,83.8679,SGOV,tiingo
2020-11-27,83.8847,83.8763,SGOV,tiingo
2020-11-30,83.8679,83.8763,SGOV,tiingo
2020-12-01,83.8726,83.8725,SGOV,tiingo
2020-12-02,,83.8725,SGOV,tiingo
2020-12-03,83.8725,83.8767,SGOV,tiingo
2020-12-04,83.8725,83.8767,SGOV,tiingo
2020-12-07,83.8733,83.8725,SGOV,tiingo
2020-12-08,83.8808,83.8725,SGOV,tiingo
2020-12-09,83.8733,83.8725,SGOV,tiingo
2020-12-10,83.8808,83.8767,SGOV,tiingo
2020-12-11,83.8791,83.8767,SGOV,tiingo
2020-12-14,83.8808,83.8767,SGOV,tiingo
2020-12-15,83.8808,83.8767,SGOV,tiingo
2020-12-16,83.8808,83.8851,SGOV,tiingo
2020-12-17,83.8785,83.8818,SGOV,tiingo
2020-12-18,83.8861,83.8818,SGOV,tiingo
2020-12-21,83.8777,83.8818,SGOV,tiingo
2020-12-22,83.8777,83.8818,SGOV,tiingo
2020-12-23,83.8861,83.8777,SGOV,tiingo
2020-12-24,83.8818,83.8777,SGOV,tiingo
2020-12-28,83.8785,83.8777,SGOV,tiingo
2020-12-29,83.886,83.8777,SGOV,tiingo
2020-12-30,83.886,83.8818,SGOV,tiingo
2020-12-31,83.8777,83.8818,SGOV,tiingo
2021-01-04,83.8861,83.8818,SGOV,tiingo
2021-01-05,,83.8818,SGOV,tiingo
2021-01-06,83.8861,83.8777,SGOV,tiingo
2021-01-07,83.8861,83.8818,SGOV,tiingo
2021-01-08,83.8785,83.8818,SGOV,tiingo
2021-01-11,83.8777,83.8818,SGOV,tiingo
2021-01-12,83.8779,83.8818,SGOV,tiingo
2021-01-13,83.8861,83.8777,SGOV,tiingo
2021-01-14,83.8785,83.8777,SGOV,tiingo
2021-01-15,,83.8818,SGOV,tiingo
2021-01-19,,83.8777,SGOV,tiingo
2021-01-20,,83.8818,SGOV,tiingo
2021-01-21,83.8844,83.8818,SGOV,tiingo
2021-01-22,83.8861,83.8818,SGOV,tiingo
2021-01-25,83.8818,83.8861,SGOV,tiingo
2021-01-26,83.8818,83.8861,SGOV,tiingo
2021-01-27,83.8818,83.8861,SGOV,tiingo
2021-01-28,,83.8861,SGOV,tiingo
2021-01-29,,83.8861,SGOV,tiingo
2021-02-01,83.8835,83.886,SGOV,tiingo
2021-02-02,,83.8818,SGOV,tiingo
2021-02-03,83.8903,83.8818,SGOV,tiingo
2021-02-04,83.8903,83.8818,SGOV,tiingo
2021-02-05,83.8903,83.886,SGOV,tiingo
2021-02-08,83.8903,83.886,SGOV,tiingo
2021-02-09,83.8903,83.8818,SGOV,tiingo
2021-02-10,83.8903,83.886,SGOV,tiingo
2021-02-11,,83.886,SGOV,tiingo
2021-02-12,83.8903,83.886,SGOV,tiingo
2021-02-16,83.8818,83.886,SGOV,tiingo
2021-02-17,,83.8818,SGOV,tiingo
2021-02-18,83.8903,83.886,SGOV,tiingo
2021-02-19,83.8903,83.886,SGOV,tiingo
2021-02-22,,83.886,SGOV,tiingo
2021-02-23,83.8818,83.886,SGOV,tiingo
2021-02-24,83.8818,83.8903,SGOV,tiingo
2021-02-25,83.8903,83.8818,SGOV,tiingo
2021-02-26,,83.886,SGOV,tiingo
2021-03-01,83.8903,83.8986,SGOV,tiingo
2021-03-02,83.886,83.8986,SGOV,tiingo
2021-03-03,83.8986,83.8818,SGOV,tiingo
2021-03-04,,83.8903,SGOV,tiingo
2021-03-05,83.8818,83.8903,SGOV,tiingo
2021-03-08,83.8818,83.8903,SGOV,tiingo
2021-03-09,83.8903,83.886,SGOV,tiingo
2021-03-10,,83.8903,SGOV,tiingo
2021-03-11,83.8903,83.886,SGOV,tiingo
2021-03-12,83.8986,83.886,SGOV,tiingo
2021-03-15,83.8866,83.8903,SGOV,tiingo
2021-03-16,83.8903,83.8944,SGOV,tiingo
2021-03-17,83.8986,83.8944,SGOV,tiingo
2021-03-18,83.8986,83.8903,SGOV,tiingo
2021-03-19,,83.8944,SGOV,tiingo
2021-03-22,83.8944,83.891,SGOV,tiingo
2021-03-23,83.8944,83.8969,SGOV,tiingo
2021-03-24,83.8986,83.8944,SGOV,tiingo
2021-03-25,83.8969,83.8903,SGOV,tiingo
2021-03-26,83.8986,83.8944,SGOV,tiingo
2021-03-29,83.8903,83.886,SGOV,tiingo
2021-03-30,,83.8944,SGOV,tiingo
2021-03-31,83.8818,83.886,SGOV,tiingo
2021-04-01,83.891,83.8952,SGOV,tiingo
2021-04-05,,83.891,SGOV,tiingo
2021-04-06,83.8952,83.8994,SGOV,tiingo
2021-04-07,83.8994,83.891,SGOV,tiingo
2021-04-08,,83.8994,SGOV,tiingo
2021-04-09,83.8994,83.891,SGOV,tiingo
2021-04-12,83.8952,83.891,SGOV,tiingo
2021-04-13,83.8994,83.8952,SGOV,tiingo
2021-04-14,83.891,83.8952,SGOV,tiingo
2021-04-15,,83.8952,SGOV,tiingo
2021-04-16,83.891,83.8994,SGOV,tiingo
2021-04-19,83.891,83.8994,SGOV,tiingo
2021-04-20,83.8994,83.8952,SGOV,tiingo
2021-04-21,83.8994,83.891,SGOV,tiingo
2021-04-22,83.8952,83.8994,SGOV,tiingo
2021-04-23,83.891,83.8994,SGOV,tiingo
2021-04-26,83.8994,83.891,SGOV,tiingo
2021-04-27,83.8994,83.891,SGOV,tiingo
2021-04-28,83.8994,83.8952,SGOV,tiingo
2021-04-29,83.891,83.8994,SGOV,tiingo
2021-04-30,83.8952,83.8994,SGOV,tiingo
2021-05-03,,83.9024,SGOV,tiingo
2021-05-04,83.9024,83.894,SGOV,tiingo
2021-05-05,83.896,83.8982,SGOV,tiingo
2021-05-06,,83.8982,SGOV,tiingo
2021-05-07,83.9024,83.8957,SGOV,tiingo
2021-05-10,,83.9024,SGOV,tiingo
2021-05-11,83.9024,83.894,SGOV,tiingo
2021-05-12,,83.8982,SGOV,tiingo
